DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,ISO,Country,Subregion,Region,Location,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Start Year,Start Month,End Year,End Month,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update,Admin Cities,Latitude,Longitude
1978-1283-SAU,Yes,nat-hyd-flo-flo,Natural,Biological,Storm,Flood (General),SAU,Saudi Arabia,Western Asia,Asia,Madinah,No,No,No,4097581.0,2.362938006252249,Kph,1978,12,1978,12,2.0,13.0,103.0,2.0,139.0,4512306.0,4054288.0,3267789.0,2179371.0,4007223.0,4758712.0,32.69963786936754,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2024-12-05,2023-09-25,"['Asir', 'Makkah', 'Najran', 'Riyad']",18.299002002947404,45.648996101513696
1981-1284-SAU,No,nat-hyd-flo-flo,Natural,Biological,Flood,Bacterial disease,SAU,Saudi Arabia,Western Asia,Asia,"Jeddah, Makkah",No,No,No,3725591.0,7.62702516481317,Km2,1981,1,1981,3,11.0,12.0,111.0,3.0,136.0,2291446.0,359700.0,99835.0,4140233.0,1670667.0,590433.0,108.11812475674124,"[{""adm1_code"":2627,""adm1_name"":""Jizan""}]",2013-12-03,2023-09-25,['Jizan'],28.55052986589126,44.72220114573467
2016-1285-SAU,Yes,nat-hyd-flo-flo,Natural,Biological,Epidemic,Riverine flood,SAU,Saudi Arabia,Western Asia,Asia,"Riyadh, Northern Borders",No,No,No,3084147.0,1.4314606627269697,Vaccinated,2016,11,2016,11,9.0,9.0,98.0,2.0,140.0,4088699.0,1914040.0,4119894.0,3797080.0,4315279.0,2203671.0,32.40800985581217,"[{""adm1_code"":2631,""adm1_name"":""Northern Frontier""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2025-03-30,2023-09-25,"['Northern Frontier', 'Riyad']",16.49240285214656,44.26194121869832
1976-1286-SAU,No,nat-hyd-flo-flo,Natural,Biological,Storm,Viral disease,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Asir, Najran, Riyadh",No,No,No,521549.0,8.78953707880159,Kph,1976,5,1976,7,4.0,9.0,86.0,1.0,155.0,4330181.0,3931576.0,3028062.0,4968854.0,3910567.0,3310308.0,58.21085427536775,"[{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2006-11-24,2023-09-25,['Makkah'],20.457087251290552,46.57383296701721
2017-1287-SAU,No,nat-hyd-flo-flo,Natural,Biological,Storm,Riverine flood,SAU,Saudi Arabia,Western Asia,Asia,Asir,No,No,No,2795294.0,7.022536208710478,Kph,2017,3,2017,10,1.0,7.0,112.0,5.0,134.0,2231619.0,1884996.0,3263379.0,2627656.0,414380.0,4951917.0,73.2811822777183,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2008-05-02,2023-09-25,"['Asir', 'Baha', 'Makkah']",22.63756170496873,46.51791384688783
2020-1288-SAU,No,nat-hyd-flo-flo,Natural,Biological,Extreme temperature,Heat wave,SAU,Saudi Arabia,Western Asia,Asia,Jizan,No,No,No,3970125.0,5.092289553878334,°C,2020,6,2020,6,6.0,5.0,90.0,2.0,151.0,3364707.0,1660120.0,792485.0,1069412.0,3393778.0,2727103.0,51.280351005913744,"[{""adm1_code"":2622,""adm1_name"":""Asir""}]",2019-10-23,2023-09-25,['Asir'],26.66617715857987,39.63178487528879
2014-1289-SAU,No,nat-hyd-flo-flo,Natural,Biological,Epidemic,Severe weather,SAU,Saudi Arabia,Western Asia,Asia,"Asir, Makkah",No,No,No,337473.0,7.271356678940319,Vaccinated,2014,5,2014,11,5.0,12.0,118.0,1.0,145.0,2612639.0,2378056.0,1353739.0,1695202.0,2305391.0,308482.0,8.588436849314178,"[{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2025-05-28,2023-09-25,['Tabuk'],16.20410367531889,45.42844483621603
1975-1290-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Epidemic,Bacterial disease,SAU,Saudi Arabia,Western Asia,Asia,Hafar al-Batin,No,No,No,916862.0,2.4777112765590656,Vaccinated,1975,12,1975,12,1.0,6.0,102.0,7.0,155.0,615670.0,2161297.0,4504539.0,1216641.0,512029.0,2055302.0,86.57937078121472,"[{""adm1_code"":2626,""adm1_name"":""Jawf""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2024-10-11,2023-09-25,"['Jawf', 'Madinah', 'Makkah', 'Tabuk']",29.30856480296255,49.70706196674607
1965-1291-SAU,Yes,nat-hyd-flo-flo,Natural,Hydrological,Extreme temperature,Bacterial disease,SAU,Saudi Arabia,Western Asia,Asia,"Madinah, Makkah, Hail, Tabuk",No,No,No,2368632.0,6.879863773039164,°C,1965,10,1965,11,5.0,9.0,89.0,2.0,168.0,2495550.0,2632667.0,2654762.0,2412511.0,2452577.0,2485941.0,17.02725645658064,"[{""adm1_code"":2626,""adm1_name"":""Jawf""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2023-05-02,2023-09-25,"['Jawf', 'Madinah', 'Makkah', 'Tabuk']",24.43313501621533,35.573041756360865
1981-1292-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Epidemic,Viral disease,SAU,Saudi Arabia,Western Asia,Asia,Makkah,No,No,No,4984644.0,3.224389986666714,Vaccinated,1981,7,1981,11,7.0,10.0,105.0,2.0,133.0,971367.0,147558.0,3414578.0,4784719.0,1449032.0,3968189.0,50.10828806209741,"[{""adm1_code"":2631,""adm1_name"":""Northern Frontier""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2016-04-23,2023-09-25,"['Northern Frontier', 'Riyad']",29.185511847749986,35.07986285856597
2003-1293-SAU,Yes,nat-hyd-flo-flo,Natural,Biological,Extreme temperature,Bacterial disease,SAU,Saudi Arabia,Western Asia,Asia,"Asir, Baha, Hail, Jizan, Madinah, Makkah, Tabuk",No,No,No,3769888.0,7.038980231268485,°C,2003,4,2003,9,9.0,11.0,96.0,0.0,119.0,2886027.0,1611306.0,3849284.0,3461783.0,1411060.0,3981147.0,63.71451739788408,"[{""adm1_code"":2624,""adm1_name"":""Eastern Province""}]",2014-06-02,2023-09-25,['Eastern Province'],28.378358320885347,41.83424560950261
2008-1294-SAU,Yes,nat-hyd-flo-flo,Natural,Hydrological,Storm,Heat wave,SAU,Saudi Arabia,Western Asia,Asia,Asir,No,No,No,2010892.0,4.666265731090185,Kph,2008,9,2008,9,2.0,8.0,99.0,3.0,144.0,1189605.0,1976908.0,1346420.0,15665.0,2441278.0,4823785.0,52.69842605784465,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2012-06-30,2023-09-25,"['Asir', 'Baha', 'Makkah']",16.83642195635529,38.801856945095246
2009-1295-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Extreme temperature,Riverine flood,SAU,Saudi Arabia,Western Asia,Asia,"Asir, Makkah",No,No,No,2368632.0,4.437896071438228,°C,2009,6,2009,11,3.0,10.0,101.0,4.0,139.0,2495550.0,2632667.0,2654762.0,2412511.0,2452577.0,2485941.0,86.36276038655961,"[{""adm1_code"":2624,""adm1_name"":""Eastern Province""}]",2016-03-27,2023-09-25,['Eastern Province'],20.109305193072935,41.8419081341995
1975-1296-SAU,Yes,nat-hyd-flo-flo,Natural,Biological,Epidemic,Flash flood,SAU,Saudi Arabia,Western Asia,Asia,Southern Region,No,No,No,2623348.0,3.1298679561424114,Vaccinated,1975,8,1975,9,7.0,8.0,95.0,4.0,127.0,2476174.0,2368744.0,2628045.0,2473730.0,2700019.0,2621483.0,96.571136693391,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2013-09-01,2023-09-25,"['Asir', 'Makkah']",22.765894544945397,42.75725543425816
1993-1297-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Epidemic,Riverine flood,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Asir, Najran, Riyadh",No,No,No,1576838.0,3.330349977644042,Vaccinated,1993,8,1993,11,5.0,11.0,97.0,3.0,168.0,2047057.0,55663.0,2251782.0,1529889.0,1155911.0,3806607.0,103.60646817693234,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""}]",2014-08-01,2023-09-25,"['Asir', 'Baha', 'Jizan', 'Madinah', 'Makkah', 'Najran']",28.79485461845762,41.492023418394766
1976-1298-SAU,No,nat-hyd-flo-flo,Natural,Meteorological,Storm,Bacterial disease,SAU,Saudi Arabia,Western Asia,Asia,Najran,No,No,No,4689370.0,7.367305139361251,Kph,1976,4,1976,10,7.0,9.0,101.0,2.0,136.0,23888.0,146453.0,1033959.0,2115243.0,593008.0,3691913.0,30.20731357625376,"[{""adm1_code"":2627,""adm1_name"":""Jizan""}]",2019-01-05,2023-09-25,['Jizan'],21.166417097246416,42.21910927741408
1968-1299-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Extreme temperature,Flood (General),SAU,Saudi Arabia,Western Asia,Asia,"Taif, Asir, Jizan, Najran",No,No,No,1181098.0,7.831587704116349,°C,1968,6,1968,11,2.0,13.0,103.0,2.0,122.0,2825822.0,1237709.0,4674097.0,977907.0,4938984.0,3678334.0,75.55410801410827,"[{""adm1_code"":2631,""adm1_name"":""Northern Frontier""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2009-12-31,2023-09-25,"['Northern Frontier', 'Riyad']",21.57614639651337,36.98100216153561
2021-1300-SAU,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flash flood,SAU,Saudi Arabia,Western Asia,Asia,"Riyadh, Northern Borders",No,No,No,3122633.0,4.758393765428262,Km2,2021,8,2021,12,8.0,4.0,106.0,3.0,146.0,1985409.0,4819151.0,4034314.0,590203.0,4665236.0,3060630.0,100.63346770354462,"[{""adm1_code"":2622,""adm1_name"":""Asir""}]",2015-10-03,2023-09-25,['Asir'],30.94174073257183,47.14682793032157
2013-1301-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Heat wave,SAU,Saudi Arabia,Western Asia,Asia,Jizan,No,No,No,2600479.0,8.195624676430683,Km2,2013,12,2013,12,3.0,13.0,88.0,1.0,147.0,2507748.0,2610674.0,2595904.0,2539430.0,2614700.0,2480723.0,19.61180114533599,"[{""adm1_code"":2626,""adm1_name"":""Jawf""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2021-02-07,2023-09-25,"['Jawf', 'Madinah', 'Makkah', 'Tabuk']",24.023158717466764,42.81243095811112
1977-1302-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Flood,Flood (General),SAU,Saudi Arabia,Western Asia,Asia,"Asir, Makkah",No,No,No,4970403.0,4.214717485519366,Km2,1977,12,1977,12,5.0,9.0,106.0,1.0,142.0,966923.0,3196519.0,311260.0,1266176.0,1856182.0,2052438.0,37.52535798500486,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""}]",2016-04-21,2023-09-25,"['Asir', 'Jizan', 'Makkah', 'Najran']",19.976571902833484,39.56232881728198
1966-1303-SAU,Yes,nat-hyd-flo-flo,Natural,Hydrological,Epidemic,Bacterial disease,SAU,Saudi Arabia,Western Asia,Asia,Jizan,No,No,No,1477381.0,8.146133090136619,Vaccinated,1966,7,1966,11,6.0,10.0,101.0,6.0,150.0,2129787.0,948172.0,1423880.0,730986.0,4832428.0,270222.0,85.3885059170682,"[{""adm1_code"":2627,""adm1_name"":""Jizan""}]",2008-01-06,2023-09-25,['Jizan'],31.086603382268105,45.82267669765135
1971-1304-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Storm,Heat wave,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Najran, Jizan",No,No,No,1965984.0,5.440045378675888,Kph,1971,6,1971,12,8.0,16.0,91.0,6.0,143.0,2173105.0,2801547.0,769064.0,160152.0,894661.0,1366254.0,93.55991854945016,"[{""adm1_code"":2628,""adm1_name"":""Madinah""}]",2005-11-11,2023-09-25,['Madinah'],24.884213161727043,36.49897815581615
1985-1305-SAU,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Riverine flood,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Asir, Najran, Riyadh",No,No,No,2600479.0,4.253004140399871,Km2,1985,11,1985,12,4.0,10.0,98.0,4.0,153.0,2507748.0,2610674.0,2595904.0,2539430.0,2614700.0,2480723.0,96.73155137664352,"[{""adm1_code"":2622,""adm1_name"":""Asir""}]",2021-02-20,2023-09-25,['Asir'],21.563805368949048,48.14631415406739
1974-1306-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Flood,Bacterial disease,SAU,Saudi Arabia,Western Asia,Asia,"Madinah, Makkah, Hail, Tabuk",No,No,No,732678.0,2.426094251910188,Km2,1974,10,1974,12,8.0,12.0,99.0,0.0,157.0,3859803.0,1440542.0,4602390.0,4619928.0,3990843.0,3144438.0,22.54910306127725,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""}]",2024-09-13,2023-09-25,"['Asir', 'Baha', 'Jizan', 'Madinah', 'Makkah', 'Najran']",25.249200786957307,40.6390756310494
1980-1307-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Storm,Flash flood,SAU,Saudi Arabia,Western Asia,Asia,Makkah,No,No,No,1514665.0,7.0315014755313925,Kph,1980,4,1980,10,4.0,7.0,104.0,1.0,172.0,3583785.0,25056.0,1314154.0,3162539.0,1745826.0,3789376.0,36.11654807246097,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""}]",2008-12-12,2023-09-25,"['Asir', 'Jizan', 'Makkah', 'Najran']",20.88521438453226,48.44857287453917
1979-1308-SAU,No,nat-hyd-flo-flo,Natural,Meteorological,Storm,Severe weather,SAU,Saudi Arabia,Western Asia,Asia,Asir,No,No,No,1083355.0,1.55607017158869,Kph,1979,12,1979,12,6.0,7.0,92.0,4.0,159.0,3925055.0,124965.0,578140.0,1893858.0,4250158.0,4649947.0,102.20779769692967,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2008-01-15,2023-09-25,"['Asir', 'Makkah']",23.61450123957121,35.668550610689465
1964-1309-SAU,No,nat-hyd-flo-flo,Natural,Meteorological,Flood,Blizzard/Winter storm,SAU,Saudi Arabia,Western Asia,Asia,Jizan,No,No,No,3556945.0,5.750990141342892,Km2,1964,7,1964,12,2.0,8.0,104.0,1.0,145.0,161697.0,690194.0,3430990.0,178933.0,4516947.0,1145184.0,23.81386583565887,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""}]",2023-11-03,2023-09-25,"['Asir', 'Jizan', 'Makkah', 'Najran']",31.661696242851757,48.20377659922531
2008-1310-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Flood,Heat wave,SAU,Saudi Arabia,Western Asia,Asia,Makkah,No,No,No,305110.0,1.7603716692934848,Km2,2008,7,2008,8,4.0,6.0,101.0,3.0,158.0,3999767.0,2034020.0,4876208.0,2125077.0,2821892.0,3108334.0,69.09135599762563,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2625,""adm1_name"":""Hail""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2012-10-18,2023-09-25,"['Asir', 'Baha', 'Hail', 'Jizan', 'Madinah', 'Makkah', 'Tabuk']",24.909510610153,48.93531328575202
2023-1311-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Extreme temperature,Bacterial disease,SAU,Saudi Arabia,Western Asia,Asia,Southern Region,No,No,No,2247323.0,8.911005697100347,°C,2023,11,2023,11,3.0,11.0,103.0,1.0,142.0,2438210.0,2179215.0,2786866.0,2000899.0,559205.0,3800039.0,46.36868830987079,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2022-10-04,2023-09-25,"['Asir', 'Makkah', 'Najran', 'Riyad']",27.67081750372344,49.45915601403415
1971-1312-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Storm,Riverine flood,SAU,Saudi Arabia,Western Asia,Asia,Southern Region,No,No,No,3636442.0,2.9877481953339364,Kph,1971,8,1971,8,6.0,8.0,114.0,2.0,125.0,4966266.0,3952066.0,4891621.0,2704695.0,928900.0,3094671.0,80.38338748036979,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""}]",2014-07-27,2023-09-25,"['Asir', 'Baha', 'Jizan', 'Madinah', 'Makkah', 'Najran']",17.710717830077144,42.57131485348312
1989-1313-SAU,No,nat-hyd-flo-flo,Natural,Meteorological,Epidemic,Flash flood,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Najran, Jizan",No,No,No,1669927.0,2.071529755200003,Vaccinated,1989,10,1989,11,7.0,4.0,90.0,3.0,145.0,3788407.0,4370685.0,296710.0,503013.0,1783884.0,4154002.0,82.4089061112318,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""}]",2010-01-20,2023-09-25,"['Asir', 'Baha', 'Jizan', 'Madinah', 'Makkah', 'Najran']",22.738173699879997,36.02754188857841
2004-1314-SAU,Yes,nat-hyd-flo-flo,Natural,Biological,Flood,Severe weather,SAU,Saudi Arabia,Western Asia,Asia,"Madinah, Makkah, Hail, Tabuk",No,No,No,4727140.0,6.65095017480246,Km2,2004,8,2004,11,2.0,9.0,97.0,2.0,146.0,2643224.0,4456699.0,2686172.0,2131981.0,117186.0,2117899.0,74.80481465092568,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2017-06-03,2023-09-25,"['Asir', 'Makkah', 'Najran', 'Riyad']",31.01999821247733,45.83466752485562
1962-1315-SAU,No,nat-hyd-flo-flo,Natural,Biological,Extreme temperature,Severe weather,SAU,Saudi Arabia,Western Asia,Asia,Northwest Region,No,No,No,2368632.0,4.868744384834632,°C,1962,5,1962,10,6.0,10.0,117.0,6.0,153.0,2495550.0,2632667.0,2654762.0,2412511.0,2452577.0,2485941.0,65.78623592223533,"[{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""}]",2007-11-20,2023-09-25,"['Jizan', 'Makkah', 'Najran']",26.68679157753736,36.402019053566654
2004-1316-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Epidemic,Bacterial disease,SAU,Saudi Arabia,Western Asia,Asia,Madinah,No,No,No,2105062.0,4.81191517883061,Vaccinated,2004,3,2004,12,5.0,9.0,97.0,3.0,151.0,4160331.0,2701252.0,3125469.0,500722.0,3470049.0,964810.0,80.14173280856505,"[{""adm1_code"":2625,""adm1_name"":""Hail""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2013-11-09,2023-09-25,"['Hail', 'Madinah', 'Makkah', 'Tabuk']",24.132987108427116,35.359631710647975
1986-1317-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Storm,Heat wave,SAU,Saudi Arabia,Western Asia,Asia,Asir,No,No,No,3371727.0,2.504328740710286,Kph,1986,6,1986,11,2.0,12.0,104.0,3.0,136.0,1292162.0,2845093.0,4895051.0,4767424.0,1350080.0,2816372.0,18.74201501305713,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2018-02-13,2023-09-25,"['Asir', 'Makkah']",26.36272004339161,41.326324704262944
1971-1318-SAU,No,nat-hyd-flo-flo,Natural,Meteorological,Flood,Riverine flood,SAU,Saudi Arabia,Western Asia,Asia,"Asir, Baha, Taif",No,No,No,1019708.0,5.836901708041773,Km2,1971,11,1971,11,7.0,12.0,119.0,5.0,129.0,3605889.0,2540486.0,3167823.0,4613756.0,4112815.0,4059871.0,5.202851000608045,"[{""adm1_code"":2631,""adm1_name"":""Northern Frontier""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2015-03-30,2023-09-25,"['Northern Frontier', 'Riyad']",24.1609636567063,44.329439361964646
1971-1319-SAU,Yes,nat-hyd-flo-flo,Natural,Biological,Extreme temperature,Riverine flood,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Jeddah, Taif, Madinah, Tabuk, Al-Jouf",No,No,No,3889649.0,8.888223425571438,°C,1971,7,1971,8,5.0,3.0,105.0,0.0,160.0,2881666.0,52159.0,2002429.0,4365396.0,3246702.0,1168610.0,79.7630824907174,"[{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2010-11-30,2023-09-25,['Makkah'],23.629404397729147,47.33954407335831
2019-1320-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Storm,Flash flood,SAU,Saudi Arabia,Western Asia,Asia,Hafar al-Batin,No,No,No,1574708.0,2.046738890790558,Kph,2019,9,2019,11,3.0,7.0,70.0,3.0,150.0,1559656.0,2875236.0,351936.0,2462180.0,4998839.0,2484139.0,95.60057059857466,"[{""adm1_code"":2624,""adm1_name"":""Eastern Province""}]",2020-06-15,2023-09-25,['Eastern Province'],20.88565141676464,41.43785872940052
2006-1321-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Extreme temperature,Flash flood,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Asir, Najran, Riyadh",No,No,No,507344.0,1.0969980007019586,°C,2006,3,2006,5,2.0,15.0,107.0,4.0,147.0,970089.0,3540714.0,1674442.0,3505573.0,496739.0,1146613.0,57.896211591086576,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2625,""adm1_name"":""Hail""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2024-01-11,2023-09-25,"['Asir', 'Baha', 'Hail', 'Jizan', 'Madinah', 'Makkah', 'Tabuk']",30.326603379107503,37.43850602995218
1968-1322-SAU,No,nat-hyd-flo-flo,Natural,Biological,Epidemic,Riverine flood,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Jeddah, Taif, Madinah, Tabuk, Al-Jouf",No,No,No,1884629.0,1.6282174875325826,Vaccinated,1968,6,1968,10,8.0,8.0,90.0,2.0,150.0,564492.0,4056148.0,1077774.0,3267528.0,63277.0,2069561.0,49.40202918901178,"[{""adm1_code"":2627,""adm1_name"":""Jizan""}]",2015-11-03,2023-09-25,['Jizan'],21.375524918088185,37.317398543090576
1997-1323-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Epidemic,Bacterial disease,SAU,Saudi Arabia,Western Asia,Asia,Madinah,No,No,No,1498255.0,2.472328278571574,Vaccinated,1997,6,1997,8,11.0,16.0,104.0,1.0,134.0,2073257.0,2213157.0,2754070.0,4137586.0,1229841.0,1400766.0,32.715889683846456,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2023-07-18,2023-09-25,"['Asir', 'Baha', 'Jizan', 'Madinah', 'Makkah', 'Riyad']",19.44751092398738,38.00526277172609
1976-1324-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flash flood,SAU,Saudi Arabia,Western Asia,Asia,"Asir, Makkah",No,No,No,1493651.0,5.175000882988615,Km2,1976,12,1976,12,6.0,5.0,105.0,2.0,142.0,1488509.0,4483669.0,4155064.0,992340.0,2988465.0,3943937.0,58.70082266166666,"[{""adm1_code"":2627,""adm1_name"":""Jizan""}]",2005-10-24,2023-09-25,['Jizan'],24.51057115010084,36.37775505843801
2016-1325-SAU,No,nat-hyd-flo-flo,Natural,Meteorological,Extreme temperature,Heat wave,SAU,Saudi Arabia,Western Asia,Asia,Makkah,No,No,No,3499895.0,3.547755404818443,°C,2016,10,2016,12,6.0,12.0,108.0,3.0,148.0,1984955.0,4728425.0,2377707.0,167862.0,1775022.0,780028.0,69.6840454756955,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2024-06-01,2023-09-25,"['Asir', 'Makkah']",28.107278561783517,45.00358080026315
